date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:34	1139/1139	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/pattern.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/pattern.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:35	465169/465169	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/banner-1.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/banner-1.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:35	637412/637412	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/about-banner.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/about-banner.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:36	432281/432281	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/jungle-safari-chitwan-banner.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/jungle-safari-chitwan-banner.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:36	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Jun%202024%2006:42:42%20GMT	https://www.nepalholidaytour.in/img/product-bg.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/product-bg.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:36	497359/497359	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/banner-5.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/banner-5.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:36	537868/537868	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/fonts/icofont.woff2	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/fonts/icofont.woff2	(from https://www.nepalholidaytour.in/css/icofont.min.css)
12:12:36	740176/740176	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/img/nepal-banner.jpg	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/img/nepal-banner.jpg	(from https://www.nepalholidaytour.in/css/main.css)
12:12:37	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/fonts/Linearicons-Free54e9.eot?w118d	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/fonts/Linearicons-Free54e954e9.eot	(from https://www.nepalholidaytour.in/css/linearicons-min.css)
12:12:37	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Jul%202023%2019:00:59%20GMT	https://www.nepalholidaytour.in/fonts/Linearicons-Freed41d.eot?	C:/Users/perfect/Desktop/rp-travel/www.nepalholidaytour.in/fonts/Linearicons-Freed41dd41d.eot	(from https://www.nepalholidaytour.in/css/linearicons-min.css)
